study_hours,sleep_hours,attendance_pct,previous_score,assignments_done,stress_level,parental_education,gender,tutoring,exam_score
5.156895072262486,8.575540551775845,60.93163912278385,61.752992491823534,10,5.0,bachelor,female,1,71.1732687002922
2.451446011302416,6.883645785653839,83.00510500981656,68.27694221683575,8,2.0,phd,female,1,68.83038471956372
5.509402975930271,6.7387131670856295,67.99055578830058,94.3360989577989,5,4.0,high_school,female,0,88.18568482161783
2.3708089244185158,5.441357656894019,61.677933931160986,91.23762079918379,5,6.0,bachelor,male,0,59.22584101045911
7.266883375699624,7.868915166155743,91.15736314236699,94.12408319112794,2,3.0,master,male,1,82.9393805176526
5.015406480166276,5.735920816614007,74.31703753847216,89.51836695951857,7,8.0,bachelor,female,0,71.64159655959972
4.429191034868342,5.546850458214126,52.829849276679866,97.52068431054178,2,10.0,bachelor,male,1,52.5465638983712
3.7136088023308886,7.5157682445763285,94.00547668862096,62.58499980183402,3,3.0,phd,female,1,71.35710466417976
6.672543338069996,6.459894329350259,60.559017762018435,33.32314482031661,2,3.0,bachelor,male,0,60.08161180617776
4.256313494980514,5.313139652767793,42.338762652239225,35.84934225039348,3,2.0,bachelor,male,0,41.865708649255986
1.7888492738449089,8.896336100516987,69.67601343846718,57.31932992406402,4,8.0,bachelor,male,0,49.26848242690754
2.062053119084638,9.163419515766256,47.43628326645267,48.03809638910981,0,,master,male,0,44.1784056905375
9.65707898094563,5.0061971180666855,54.307986622944554,41.895841395274715,7,3.0,master,female,0,67.05210018992399
9.177226216368464,4.045042196799999,84.82665236124467,96.7242642156054,4,3.0,bachelor,female,0,85.51199989964422
7.297364204296746,6.016779811176242,47.84510880257911,43.67937118874357,10,1.0,high_school,male,0,71.11353831885539
3.392829653135676,8.785065014084516,88.41665346124213,97.15654906206618,1,5.0,high_school,male,0,68.1587705369394
9.722587396129516,9.035043197405948,96.21443728785722,83.2587188224845,7,7.0,bachelor,female,0,97.62686510215575
8.008758135692151,4.829974420696296,76.39192602447667,74.86619704876564,1,3.0,master,male,1,73.42946212288085
7.45201170243096,8.646015407098307,82.62155152136975,77.32132720625648,6,1.0,bachelor,female,0,89.36629943293175
5.044253519294098,4.694225003856577,82.81519659444504,53.20320265613868,5,5.0,high_school,female,1,66.85578492689014
3.450174056606431,,99.56847743622669,75.24989266407975,4,7.0,high_school,male,0,69.74790898246226
1.8675186593814936,9.991657090071495,60.492295732097375,43.06844827968857,7,4.0,bachelor,male,0,54.67151023477311
9.123421568894575,5.155544939385459,49.77139307456215,95.63938027751857,9,3.0,master,male,0,91.18005206027377
5.1019866085025,4.923781495465759,71.1500340948593,51.125533797241545,3,2.0,high_school,male,1,58.00543016908449
2.821270283157073,6.5368019952807614,71.99498858990249,47.86305586054795,9,8.0,bachelor,male,0,59.14663849760617
3.7536096173558726,7.718011155819169,50.67474929776867,79.78139587359102,2,9.0,master,female,0,53.47888752703026
6.212976120477064,9.597404694479518,76.78656513964837,75.95141026463273,3,8.0,phd,male,0,72.67797318874858
2.5909550464530855,,40.84748400860944,61.590924284031374,3,6.0,high_school,female,1,57.51246070334866
8.70952855683138,4.417843819548368,95.66010414725329,74.27123642835504,10,8.0,phd,female,0,87.70341727162013
7.826675768516891,4.827985104087432,55.8744566692757,41.16451502325993,1,4.0,bachelor,male,0,63.20965330284694
7.475166603558431,8.744427843375963,42.37361250341151,77.13298151813686,4,,master,female,1,85.36759530329196
4.888837357975934,5.623792913625163,46.49496648849142,48.94274866366357,4,4.0,high_school,male,0,55.97718621994538
6.6457795663219885,9.309094357038163,54.4149368967785,49.098518367352014,8,8.0,bachelor,female,0,64.44194820190329
6.25688172021462,7.980719543374521,56.434370116362714,41.352595446064925,5,7.0,bachelor,female,1,55.14514765320302
6.84861941399338,,41.96859996986372,53.26639945253152,10,10.0,bachelor,female,0,67.36286001138285
1.7599988902590018,8.995175709544043,56.76128873162375,53.18757422179297,8,10.0,bachelor,female,0,51.5463416621275
4.742266619535487,5.058138280048455,51.576504189608926,61.79253081915885,7,3.0,bachelor,male,0,59.218794514296384
1.3745275647570323,6.540972368077923,62.717255646071116,43.329365326644464,8,1.0,bachelor,male,0,57.23238620287665
5.44591737320067,7.31310957135598,63.11006424135815,43.51052753111364,1,3.0,high_school,male,1,56.32088108799191
3.968750910995068,7.0045968944816694,60.340464436172745,67.92170001642599,4,9.0,bachelor,female,1,58.861149542907945
2.300717699794422,8.116977493690904,59.675433011842244,39.02141832693326,6,9.0,high_school,male,0,48.31773015001807
1.9306267095029648,7.916120409215531,45.383876664475075,78.22279055921845,2,1.0,phd,female,0,48.81493298174381
6.288801149599409,9.952252033168328,41.51229682756973,96.07629881038176,1,2.0,phd,male,1,76.61654667497861
2.535336716831975,9.996531455345128,52.126858009387995,59.87569351650647,1,6.0,high_school,female,1,56.92048754827846
9.326081065391175,7.098756415813845,85.39896564499692,93.07737192054736,8,7.0,high_school,female,0,97.6771873897437
6.229550257303555,4.571194521765184,99.44858593306733,36.88216137881051,7,10.0,high_school,male,1,74.70535957088536
4.121828240813533,8.36705979381231,95.71157050343975,33.00703391629512,3,8.0,bachelor,male,0,60.931282828194604
6.31823942333275,9.859984469299535,70.25316133226612,80.49582142596878,8,3.0,master,female,1,89.2888094433677
1.2052348392672774,5.909958325774122,71.90943134667606,83.27151010870476,7,1.0,bachelor,male,0,54.62211729221531
9.627032919173008,6.767253315025442,58.87489414215055,89.0140768676026,8,7.0,high_school,male,0,85.21517661009325
5.340730932486102,6.548661548892736,86.43636631825937,33.9772374879987,10,6.0,high_school,male,1,75.60655139787505
8.044617045252576,4.308514927341577,85.88540127595891,84.38349384697813,9,10.0,high_school,female,1,83.41177036313591
1.7445699993019472,8.033586587340668,90.65634145494667,56.35771129576072,1,,master,male,0,50.7109273004827
5.3799249775434435,6.1200261704108065,93.73027463181306,51.2336342877539,8,6.0,bachelor,male,0,73.53035022493059
5.416362949190688,8.724783247789013,66.06095489351775,42.11167449403078,4,4.0,bachelor,female,1,71.25403407414893
9.440438094774846,8.992720451691916,86.01253408643186,99.72110285717689,4,1.0,bachelor,male,0,98.15218346668564
6.145552471384678,8.927384719587073,88.38392372775272,34.456451252320456,7,9.0,phd,male,0,65.38126078465265
5.261404609512584,6.499995988239281,58.50757734986501,87.89056102255996,6,9.0,bachelor,male,1,72.79919089743342
3.4027809678270424,5.929274093445397,95.754534640369,74.76461048433693,4,2.0,master,male,0,71.19653098416288
3.98412097608297,8.492924678002328,45.660490158379325,81.4556310983307,10,8.0,master,male,0,67.97075758940285
5.68605162224384,8.808336603056338,99.65615074979698,79.82019839452575,1,4.0,bachelor,male,0,81.82835520287125
4.95020314274542,6.947544678348197,86.20544308953217,90.09041395512278,1,5.0,master,male,1,72.54467424043278
1.194508718922974,9.35818611721782,45.59625431945963,42.86544488992758,0,9.0,,female,0,32.94994463725115
8.43662731774922,4.86345217647135,79.37377888630004,30.057723178427977,8,9.0,bachelor,male,1,74.80595073997937
9.0654469465579,9.27441267795376,42.05076465569561,71.89699423302864,4,2.0,high_school,female,1,81.73921772070625
2.262241800987497,4.576571397831287,86.21121696665097,54.77010475263337,4,4.0,bachelor,female,1,61.5524073945464
5.986325291851444,4.921153132327683,87.95337529954332,38.66511317819964,7,9.0,high_school,female,0,64.34123422358839
1.977181670218992,7.203040079643762,76.14461518548686,43.02971278729672,4,10.0,high_school,female,0,48.66423442650881
7.050160837358305,4.40511088112449,91.41162351499423,53.2224518721456,6,1.0,high_school,male,0,77.75775386069103
3.531104054551075,4.316842608400663,45.872996812891586,34.916335962069226,0,9.0,bachelor,female,0,33.78784359880213
6.934803712227116,4.003112464994233,56.555430522448795,33.98392414899156,1,5.0,bachelor,male,1,52.380015798700235
7.542951528581943,6.617899958165578,64.85065129556023,94.12183783827109,10,6.0,bachelor,male,1,90.467937654442
7.9178274272589135,8.647743287753379,42.5474771696859,51.84719245475873,4,1.0,bachelor,female,0,74.37830088927446
1.969668513603069,4.2090301016794935,66.89296525426997,98.75614882315095,1,7.0,phd,male,0,56.73680365822023
9.244106606238471,7.913545638795132,55.91280736675396,97.50569058312799,4,7.0,phd,male,1,85.38867624012609
3.0719259180539273,8.938763904497119,63.56410072610518,39.979989762897965,3,7.0,high_school,male,0,48.98673320760029
1.336713005585618,5.0080050914672265,65.5061579195384,80.04470120273336,3,,bachelor,male,1,43.68294725587324
5.99367222452335,4.881182408928425,92.7647040092611,72.05634223889484,3,10.0,bachelor,male,0,65.8475896957319
4.338300554761949,9.164805841723217,56.22045823165834,78.34529511736076,8,9.0,master,female,1,76.38463275133711
8.468107688191719,8.938747659700567,93.62458772297632,36.733370001013235,1,8.0,bachelor,female,1,73.3904496765151
8.274263248578716,7.233650597585122,65.55825788877095,43.19920550441906,3,,master,male,0,63.96127888931023
3.854250035404438,8.915199275763882,59.66846324163916,35.364706301561704,5,7.0,high_school,female,0,39.549116969629644
9.576094555627705,4.556536464546968,70.15072296010877,72.28939436519498,5,7.0,bachelor,male,1,82.53965927919441
3.6182605432610675,,65.06459718177038,99.06137530943637,9,6.0,master,female,0,76.34182961415512
5.635514163085431,8.426785336638236,55.44233878330876,77.0389176360559,10,8.0,bachelor,female,0,77.2698614630022
3.303685815108425,5.54471175594378,70.16075948776401,79.75330745153508,3,1.0,master,female,0,67.23215941275102
9.424392130440669,8.513973486601316,49.10810398472988,98.92095290802968,5,6.0,high_school,male,0,87.01442150196158
2.4814703582381634,,61.115796581377964,77.46080879202573,0,5.0,high_school,male,1,54.96980073790305
1.4041955745309609,,73.94741316244543,32.812710083992926,6,10.0,high_school,male,0,39.11879622225542
4.9158735400273414,6.788077827143978,64.80449466339152,90.69039205996182,1,1.0,high_school,female,0,68.64140590981211
9.931380076502533,6.207426041330906,89.43474166304779,55.52748032651574,0,7.0,high_school,male,1,74.57937078148143
9.025095396294226,5.315135298871794,55.403305692109974,30.305453506030076,7,2.0,bachelor,male,0,62.41697824129079
7.737472175112543,5.25027604861009,98.1862947298606,65.50639242925743,1,9.0,bachelor,female,0,67.53925780202607
9.017132417906724,8.508944863428376,87.08332125108109,95.59105006133845,5,9.0,bachelor,female,1,100.0
9.041019757280768,4.713462088203763,98.05558155984833,48.013148103648824,1,3.0,bachelor,male,1,78.23531867133082
5.669725243478042,4.515894100665671,90.28819328981825,64.4059221136988,8,9.0,high_school,male,0,72.83644568162961
3.843361466477137,5.057748190132781,48.52623555109856,42.16438214476735,8,5.0,bachelor,male,1,54.247951487241934
7.948111888998892,5.052079068723531,71.58760543810082,34.038487016650805,6,10.0,high_school,male,0,55.827129880677234
6.95495136850985,8.938645736841398,50.19871127174714,35.638146269917925,9,8.0,master,female,0,69.15427887262514
4.362919559863391,6.391039740845274,89.09364115763543,80.89076341729488,4,1.0,high_school,male,1,69.99131290371118
1.8502000125536373,9.942330744162895,75.04972895099775,90.48521295195043,2,3.0,bachelor,female,1,66.69532235310113
7.721106502141234,4.823267546743674,55.806958861414344,40.03091874767438,1,5.0,master,male,0,56.054349629842385
3.362144643305782,,95.77593832043027,50.18229974673281,2,3.0,bachelor,female,0,61.7936260744113
9.431318354804013,,46.91116319885564,43.65206273513791,2,2.0,bachelor,female,0,64.35799789580285
3.1687351750511628,6.357509060182444,73.83174420827885,31.879904384849954,3,10.0,bachelor,male,0,35.889645420202804
2.104821391703374,9.250505194324493,83.26243328000353,68.74019589208885,2,9.0,high_school,male,1,56.50077502243698
8.480014049124154,9.853573874970397,43.530912239945906,78.99455190963533,6,5.0,bachelor,male,1,82.09039950429744
2.3795588496204463,9.237153752645073,75.87136199237221,75.35142366195493,1,3.0,master,male,0,56.99393409290486
2.6134147734196516,5.1538040742107984,88.95407292778565,57.163748311157335,6,2.0,phd,female,0,65.99939368214575
6.394445123687592,,44.051638865083206,68.85071721579337,3,,bachelor,male,0,52.084016734063134
8.87105836753718,,70.73457826639762,36.58695146453573,7,4.0,bachelor,female,0,77.73608331957735
2.767911991431159,5.73450148982915,55.5134306889244,40.801260310587914,5,1.0,master,male,1,54.021017672083175
3.792913056100853,8.40835078468348,79.77546709221525,95.22562336870884,9,4.0,bachelor,male,0,86.01859073152632
7.996643544170598,7.398523904857868,47.12064202473069,83.30554234739279,4,5.0,,female,0,75.10577681387932
9.746437834548706,,96.22308584023041,94.59173670776171,3,,high_school,female,1,100.0
5.506670675821081,8.971281549032714,93.6837149028839,94.16761991495571,6,4.0,high_school,female,1,90.82121937204434
2.295077522961257,8.263196630456067,51.15846519254255,75.45748319754185,7,10.0,bachelor,male,0,57.61303865064907
1.1254265893738138,4.15946658998375,59.395953061906276,94.97670536785157,4,7.0,,female,0,46.66058849763193
3.0669042699896973,4.296754822876094,75.25809847918259,59.16928721577243,6,10.0,high_school,female,0,42.9024692117782
2.186399960078689,7.609350714736094,83.08374019805503,30.253137134945867,5,4.0,high_school,male,0,52.44068432221965
7.098928062515717,6.917152453733653,66.55936090961549,34.37997810923115,3,7.0,phd,female,0,60.72539732761552
2.0964925416567803,5.561107932057949,49.377479317658505,37.664112799057065,3,4.0,high_school,female,1,44.85666641600754
5.556969384585697,6.51193652388881,46.24908962817229,36.67474172280022,9,7.0,high_school,male,0,55.62868153958093
7.248361920785978,8.547461912397164,99.98592021486064,54.61916735951844,7,8.0,bachelor,female,0,87.0673402880397
6.230049482988122,8.95966890794758,67.32112728660923,79.08895649765503,1,4.0,high_school,female,1,73.57423338799624
2.7979808649405187,7.367338407340265,92.35190494890989,85.34541646203465,10,10.0,phd,male,0,76.00885637062748
8.237120735640364,6.312216885142618,68.94256027774686,71.31492920412373,7,9.0,,female,1,84.71324656760257
7.438664166542215,5.624180568970642,95.3414583127602,40.25053221898857,0,9.0,bachelor,male,1,72.36982614854558
7.650856035239876,7.131510824615521,45.26556296629303,82.35311215037227,8,3.0,bachelor,male,1,83.69001502040379
2.1795197640158195,5.888497711386286,46.84115148007306,54.836134339631926,6,8.0,bachelor,male,1,46.84287297471015
2.1137842328531016,7.3845708222833375,95.77793126345347,30.90953440702574,10,2.0,high_school,male,1,60.88449140203565
9.348062959058568,8.059914295057826,96.84958270268709,49.641203437292454,5,,high_school,female,1,97.60434224428377
4.578203744424465,4.396475265516369,58.883046847921804,53.14203878986845,5,10.0,high_school,female,0,53.14850040124041
3.7085382260284576,4.006404790136483,61.309893219632315,49.197187465267206,3,2.0,high_school,female,0,52.58644350732882
5.3972564081638,5.273662833044458,67.14701409008548,86.83091072313098,3,9.0,bachelor,male,0,77.82163653298299
6.965777914872242,,64.96970080403744,83.19484783158632,6,5.0,high_school,female,0,83.12176400085853
9.60060931342273,7.877744579371355,51.4027129575758,78.68864212888491,9,4.0,high_school,male,0,84.60341134988448
3.578016041938495,5.031762111622137,93.90252303636248,39.73035549585857,9,1.0,,male,0,65.87229378860759
9.323275863808243,9.341583770941712,55.19845604233862,86.54837367943975,8,7.0,bachelor,male,0,86.10636252748087
1.2237354224763068,6.81973564172404,82.3163445686591,77.40231731643266,6,8.0,high_school,male,0,57.283064507499404
5.996782380941422,6.856550540071964,44.02934066409837,43.638638053697434,5,5.0,high_school,female,0,55.20516715249673
6.705776005129766,9.61325166305593,42.32507989170577,75.36657511970614,3,9.0,high_school,female,1,67.14926295819137
1.9530766337567798,4.35692015310004,79.22382835461524,63.845814870257676,8,4.0,high_school,male,0,54.2506439301783
2.2630563735752136,5.291069647772311,60.34095145439562,60.754504329935756,3,6.0,master,male,1,57.65157658210883
4.772028873846734,7.514627950928334,79.32756356320007,37.848621443067216,2,3.0,phd,female,0,58.701524101051334
9.696087209288635,5.172919057492025,45.64127213012982,66.28129930916157,9,6.0,bachelor,male,1,83.23662778798062
6.364382979109355,8.077162055253748,96.99108279495181,36.99522662806545,6,2.0,bachelor,male,1,81.74482489840781
9.3972089944019,5.284553736020321,84.91086801358573,41.49773710779866,3,5.0,master,female,0,75.29300319876465
8.239248240516737,4.594941823592886,92.57603398154795,39.27824199923339,9,,bachelor,male,1,83.08154305624525
5.2064344139976235,5.241910957845039,48.188233242670655,96.78757953490053,10,6.0,high_school,female,0,78.53613806061087
8.062871043269688,6.5364042056323735,59.20965813357216,49.9405283310723,3,5.0,high_school,female,0,66.88404570595212
1.1605310557928896,5.056829795038479,62.10064985238064,54.86430265172054,5,7.0,bachelor,male,1,50.69539353589897
1.9822959708916144,4.808152149540084,72.23035889960912,52.545642440722524,5,6.0,bachelor,male,0,52.241550138198896
8.464857533944627,9.161691317313645,57.81210913044485,92.87753116247006,7,3.0,high_school,male,0,91.68819252106601
8.171353794926455,5.922383221583847,43.63784453136431,69.4076137934422,10,3.0,high_school,male,0,79.15676544503248
3.093766677697903,6.164552119109522,62.13270284424824,94.34119292533182,6,7.0,bachelor,female,0,71.58277070935134
5.776926315391481,4.331622457007366,55.272958877636924,50.99474340795269,8,,high_school,male,0,56.62224563498032
6.454142386300099,6.144217741012325,63.15527748779289,38.03842721023643,6,8.0,bachelor,male,0,61.32816157799366
8.809650583984102,5.5888430639294775,51.81757255720157,68.93529169069222,9,7.0,bachelor,female,0,80.73100301012406
6.427964416048531,7.662910404050731,55.71378247388413,54.187589425301226,4,10.0,bachelor,male,1,61.439858978037584
4.713144123463123,5.23234178603444,77.61714042593613,86.13347834435238,4,9.0,high_school,male,0,63.58785364390603
4.367656390664644,9.330192718377043,63.2892300746839,91.5596386238161,4,6.0,high_school,female,0,69.5578196517151
4.832938777361589,9.57799972551733,60.723003590169526,63.080145763495025,10,2.0,master,male,1,77.9448126052748
6.867379230219767,4.598986343060741,72.03433796334238,97.99513168598558,6,7.0,bachelor,male,0,74.52921266751788
8.807415685770923,4.644417737731463,86.31163245063554,68.7109104441084,1,7.0,high_school,male,0,71.88445710129031
5.085071938686697,4.691958628665928,62.732077380877435,48.96442753704187,0,3.0,,female,1,56.46534168467272
3.2305560665622233,7.717415537861872,75.25116955335044,64.22828607409922,5,9.0,master,male,1,68.01289742556379
3.1299612669782304,4.731813785257737,97.97215752209058,32.61172046820493,8,9.0,master,female,0,57.92716183841175
7.714128522191018,9.114293907581597,71.31880684708304,86.28008121841472,5,4.0,master,male,0,75.55219060058069
8.349118870815193,8.525629089627355,94.58785459105266,37.100453559809466,6,5.0,bachelor,female,1,85.79498553014132
1.9475027186871245,8.918853149428145,87.62035745538562,51.61239419521034,8,2.0,bachelor,female,1,67.07508377354534
1.5990297125966033,7.156363161316126,43.52312089900898,69.57215829034604,5,2.0,bachelor,male,0,53.648987798274575
